,name,rating,reviews,company_type,Head_Quarters,Company_Age
2274,Aarti Drugs,3.9,(269 Reviews),Public,Mumbai + 9 more,39 years old
2275,Micro Focus,3.9,(268 Reviews),Private,"Newbury,West Berkshire + 5 more",47 years old
2276,Cera Sanitarywar...,4.2,(268 Reviews),Public,"London,England + 50 more",43 years old
2277,Hajee A P Bava C...,3.7,(268 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 37 more",73 years old
2278,Tanishq Jeweller...,4.5,(268 Reviews),Bengaluru + 87 more,29 years old,501-1k Employees (India)
2279,ELGI Equipments,4.0,(268 Reviews),Public,"Coimbatore,Tamil Nadu + 24 more",63 years old
2280,Allcargo Logisti...,4.0,(268 Reviews),Public,"Mumbai,Maharashtra + 35 more",30 years old
2281,Essar Projects I...,4.0,(268 Reviews),Public,Mumbai + 34 more,54 years old
2282,Electronica Fina...,3.9,(268 Reviews),Public,"Pune,Maharashtra + 70 more",33 years old
2283,Time Technoplast,3.6,(267 Reviews),Public,"Mumbai,Maharashtra + 28 more",31 years old
2284,Methodex,3.8,(267 Reviews),Private,"Delhi/NCR,Delhi + 42 more",63 years old
2285,V-Xpress,4.3,(267 Reviews),Private,"Chembur,Maharashtra + 52 more",21 years old
2286,Varroc Engineeri...,3.8,(267 Reviews),Aurangabad + 13 more,33 years old,1k-5k Employees (India)
2287,Excitel Broadban...,3.7,(267 Reviews),Private,"Delhi,NCT + 25 more",8 years old
2288,Wirpo Technologi...,3.8,(267 Reviews),Bengaluru/Bangalore + 19 more,1 Lakh+ Employees (Global),
2289,Top Office Pros ...,4.9,(267 Reviews),Pune + 4 more,11-50 Employees (India),
2290,Kiya.ai,3.4,(267 Reviews),"Mumbai,Maharashtra + 7 more",28 years old,201-500 Employees (India)
2291,Continental Engi...,4.0,(266 Reviews),Private,New Delhi + 24 more,40 years old
2292,EXEDY,3.8,(266 Reviews),Private,Keysborough + 14 more,46 years old
2293,India Glycols,4.0,(266 Reviews),Public,"Noida,Uttar Pradesh + 11 more",40 years old
2294,TotalEnergies,4.0,(266 Reviews),Private,Paris + 47 more,99 years old
2295,Anthem Bioscienc...,4.0,(266 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",17 years old
2296,Danske IT,3.7,(266 Reviews),Private,"Bangalore/Bengaluru,Karnataka",11 years old
2297,Harjai Computers,4.2,(266 Reviews),Private,"Mumbai,Maharashtra + 8 more",28 years old
2298,Elecon Engineeri...,4.1,(266 Reviews),Public,Gujrat + 19 more,72 years old
2299,Alankit,2.8,(266 Reviews),Public,"Delhi/NCR,New Delhi + 34 more",32 years old
2300,Eisai Pharmaceut...,4.2,(266 Reviews),Public,"Tokyo,Tokyo-to + 14 more",19 years old
2301,WayCool Foods an...,3.8,(266 Reviews),Private,"Chennai,Tamil Nadu + 26 more",8 years old
2302,Ranbaxy,4.2,(265 Reviews),Public,GURGAON + 48 more,62 years old
2303,Accion Labs,3.7,(265 Reviews),Private,"Bridgeville,Pennsylvania + 10 more",12 years old
2304,Sakthi Auto Comp...,3.1,(265 Reviews),Public,"Coimbatore,Tamil Nadu + 9 more",40 years old
2305,Symbiotec Pharma...,3.7,(265 Reviews),Private,"Indore,Madhya Pradesh + 5 more",29 years old
2306,People Tech Grou...,3.3,(265 Reviews),Private,Redmond + 8 more,17 years old
2307,Indian Bank,3.5,(265 Reviews),Private,Chennai + 61 more,116 years old
2308,Tribhovandas Bhi...,4.2,(265 Reviews),Public,"Mumbai,Maharashtra + 33 more",159 years old
2309,Harman Finochem,3.5,(265 Reviews),Private,"Mumbai,Maharashtra + 8 more",40 years old
2310,Escon Elevators,3.6,(264 Reviews),Private,"Navi Mumbai,Maharashtra + 10 more",33 years old
2311,HyperCITY,4.5,(264 Reviews),Private,"Mumbai,Maharashtra + 19 more",19 years old
2312,Innominds Softwa...,3.2,(264 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 5 more",25 years old
2313,XL Health,4.3,(264 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",26 years old
2314,Hewlett Packard ...,4.1,(263 Reviews),Bengaluru/Bangalore + 5 more,,
2315,Sri Krishna Phar...,3.9,(263 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 6 more",49 years old
2316,Exicom,4.0,(263 Reviews),Public,"Gurgaon,Haryana + 14 more",29 years old
2317,Kutchina,3.8,(263 Reviews),Private,"Kolkata,West Bengal + 50 more",20 years old
2318,FCm Travel Solut...,3.6,(262 Reviews),Private,Brisbane + 20 more,37 years old
2319,Cosmo Films,4.0,(262 Reviews),Public,"Delhi/NCR,New Delhi + 7 more",42 years old
2320,Ryan,4.5,(262 Reviews),Private,"Dallas,Texas + 1 more",32 years old
2321,Aurionpro Soluti...,4.0,(262 Reviews),Public,"Mumbai,Maharashtra + 29 more",26 years old
2322,Yusen Logistics,4.1,(262 Reviews),Private,Tokyo + 29 more,68 years old
2323,Siti Networks,4.0,(262 Reviews),Public,Noida + 46 more,29 years old
2324,Chambal Fertilis...,4.0,(262 Reviews),Public,"Kota,Rajasthan + 41 more",38 years old
2325,MITS GLOBAL CONS...,4.7,(262 Reviews),Mumbai + 7 more,5k-10k Employees (India),
2326,Indian Space Res...,4.4,(262 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 18 more",54 years old
2327,Oda Class,4.0,(262 Reviews),"Bengaluru/Bangalore,Karnataka + 5 more",6 years old,1k-5k Employees (India)
2328,JSW Paints,4.0,(262 Reviews),Mumbai + 59 more,7 years old,51-200 Employees (India)
2329,IIFL Home Financ...,3.9,(262 Reviews),Gurgaon/Gurugram + 95 more,,
2330,International Ga...,3.6,(261 Reviews),Private,Gurgaon/Gurugram + 5 more,33 years old
2331,Henkel Adhesives...,4.3,(261 Reviews),Private,"Düsseldorf,North Rhine-Westphalia + 17 more",33 years old
2332,Win Medicare,4.0,(261 Reviews),Private,"Delhi/NCR,Delhi + 41 more",18 years old
2333,Shriram Group,4.1,(261 Reviews),Private,"Chennai,Tamil Nadu + 111 more",49 years old
2334,SHARE Microfin,4.1,(261 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 99 more",34 years old
2335,Rashmi Group,3.7,(261 Reviews),Private,"Kolkata,West Bengal + 15 more",57 years old
2336,Kelly Services,4.2,(261 Reviews),Private,"Troy,Michigan + 30 more",77 years old
2337,Fenesta Building...,4.2,(260 Reviews),Private,"Gurgaon/Gurugram,Haryana + 41 more",20 years old
2338,GAVS Technologie...,3.9,(260 Reviews),Private,"Princeton,New Jersey + 9 more",25 years old
2339,Allianz Partners,3.9,(260 Reviews),Saint-Ouen + 11 more,9 years old,1k-5k Employees (India)
2340,Johnson Controls...,3.9,(260 Reviews),Kadi + 29 more,,
2341,Infosys Consulti...,3.8,(260 Reviews),Zurich + 22 more,19 years old,1k-5k Employees (India)
2342,Vasan Eye Care H...,4.1,(260 Reviews),Private,"Chennai,Tamil Nadu + 64 more",21 years old
2343,Victora Tool Eng...,4.0,(260 Reviews),Private,"Faridabad,Haryana + 6 more",51 years old
2344,Sunwoda,4.2,(260 Reviews),Private,"Greater Noida,Uttar Pradesh + 2 more",26 years old
2345,Hamdard,4.0,(260 Reviews),NGO/NPO,"Delhi/NCR,Delhi + 47 more",117 years old
2346,Transguard Group...,3.9,(260 Reviews),Private,"Dubai,Dubai + 20 more",22 years old
2347,VKC Group,3.7,(259 Reviews),Private,"Calicut/Kozhikode,Kerala + 34 more",39 years old
2348,OnProcess Techno...,3.8,(259 Reviews),Private,"Ashland,Massachusetts + 1 more",25 years old
2349,SUEZ Environneme...,4.0,(259 Reviews),Private,"Paris,Ile De France + 28 more",26 years old
2350,Johnson Matthey,4.0,(259 Reviews),Private,London + 13 more,206 years old
2351,Brigade Group,4.1,(259 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 7 more",37 years old
2352,Capital Trust,3.7,(259 Reviews),Public,"Delhi/NCR,New Delhi + 69 more",37 years old
2353,Nspira Managemen...,3.9,(259 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 26 more",8 years old
2354,Akumentis Health...,3.5,(259 Reviews),Private,Thane + 36 more,13 years old
2355,SOLAR INDUSTRIES...,3.9,(259 Reviews),Public,"Nagpur,Maharashtra + 25 more",28 years old
2356,Madina Group,4.6,(259 Reviews),Private,Doha + 14 more,26 years old
2357,Katerra,3.4,(259 Reviews),Private,"Menlo Park,California + 13 more",8 years old
2358,Mahindra Integra...,3.7,(258 Reviews),Private,"Mumbai,Maharashtra + 33 more",12 years old
2359,Kuehne + Nagel,4.1,(258 Reviews),Private,"Schindellegi,Feusisberg + 24 more",133 years old
2360,Orcapod Consulti...,3.3,(258 Reviews),Private,"Mumbai,Maharashtra + 12 more",13 years old
2361,Ingersoll Rand,4.0,(258 Reviews),Public,"Dublin,Dublin + 20 more",51 years old
2362,Dana India,4.0,(258 Reviews),Private,"Maumee,Ohio + 13 more",119 years old
2363,Kirloskar Ferrou...,4.0,(258 Reviews),Public,"Koppal,Karnataka + 9 more",32 years old
2364,SMEC,4.1,(257 Reviews),Private,"North Sydney,New South Wales + 51 more",53 years old
2365,Inspira Enterpri...,4.0,(257 Reviews),Private,"Mumbai,Maharashtra + 27 more",15 years old
2366,Meghmani Organic...,3.9,(257 Reviews),Public,"Ahmedabad,Gujarat + 12 more",37 years old
2367,Ashapura Group O...,4.1,(257 Reviews),Public,"Mumbai,Maharashtra + 25 more",63 years old
2368,Myk Laticrete,4.1,(257 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 42 more",23 years old
2369,Meghmani Organic...,3.9,(257 Reviews),Public,"Ahmedabad,Gujarat + 12 more",37 years old
2370,SMEC,4.1,(257 Reviews),Private,"North Sydney,New South Wales + 51 more",53 years old
2371,Kharafi National,4.1,(257 Reviews),Private,Cairo + 16 more,47 years old
2372,Ashapura Group O...,4.1,(257 Reviews),Public,"Mumbai,Maharashtra + 25 more",63 years old
2373,Star Bazaar,4.2,(257 Reviews),Private,"Mumbai,Maharashtra + 22 more",25 years old
2374,Religare Securit...,3.6,(257 Reviews),Private,"Delhi/NCR,Delhi + 65 more",37 years old
2375,Pranav Vikas Ind...,3.7,(257 Reviews),"Delhi/NCR,Delhi + 6 more",36 years old,201-500 Employees (India)
2376,IMS People,3.6,(257 Reviews),Private,Ahmedabad + 17 more,17 years old
2377,Novac Technology...,3.9,(257 Reviews),Private,"Chennai,Tamil Nadu + 15 more",17 years old
2378,2COMS,3.4,(256 Reviews),Private,"Kolkata,West Bengal + 35 more",24 years old
2379,Kerala State Ele...,4.3,(256 Reviews),Private,"Trivandrum/Thiruvananthapuram,Kerala + 22 more",66 years old
2380,Indian Immunolog...,4.1,(256 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 19 more",41 years old
2381,Siemens Healthin...,3.9,(256 Reviews),Erlangen + 12 more,127 years old,1k-5k Employees (India)
2382,NKG Infrastructu...,3.7,(256 Reviews),Private,"Delhi/NCR,Delhi + 34 more",34 years old
2383,SPML Infra,3.6,(256 Reviews),Public,"Delhi/NCR,Delhi + 42 more",42 years old
2384,Juniper Networks,4.3,(256 Reviews),Private,"Sunnyvale,California + 3 more",27 years old
2385,Magma HDI Genera...,4.0,(256 Reviews),JV,"Mumbai,Maharashtra + 64 more",11 years old
2386,Sapiens,3.8,(256 Reviews),Private,"Holon,Tel Aviv + 4 more",41 years old
2387,Aptiv,4.0,(256 Reviews),Private,"Dublin,Ireland + 12 more",29 years old
2388,S2 Infotech,3.2,(256 Reviews),Public,"Mumbai,Maharashtra + 44 more",18 years old
2389,IOCL Refinery,4.5,(256 Reviews),Public,New Delhi + 31 more,64 years old
2390,Merck,4.4,(255 Reviews),Private,"Rahway,New Jersey + 38 more",132 years old
2391,Western Refriger...,4.2,(255 Reviews),Private,"Mumbai,Maharashtra + 28 more",51 years old
2392,Groupm Media,3.9,(255 Reviews),Public,"New York,New York, + 14 more",20 years old
2393,Resurgent India,4.7,(255 Reviews),Private,Gurgaon + 9 more,18 years old
2394,Arvato,3.7,(255 Reviews),Private,Gütersloh + 8 more,27 years old
2395,Tata Toyo Radiat...,3.6,(255 Reviews),"Pune,Maharashtra + 7 more",25 years old,201-500 Employees (India)
2396,GGS Information ...,3.7,(255 Reviews),Private,"York,Pennsylvania + 6 more",35 years old
2397,Laxmi Organic In...,3.9,(255 Reviews),Public,"Mumbai,Maharashtra + 9 more",31 years old
2398,Invesco,4.1,(255 Reviews),Private,"Atlanta,Atlanta + 5 more",88 years old
2399,GAO Tek,4.4,(255 Reviews),New York + 13 more,18 years old,201-500 Employees (India)
2400,Google Operation...,3.2,(255 Reviews),Hyderabad/Secunderabad + 12 more,1k-5k Employees (India),
2401,myGate,3.3,(255 Reviews),Private,"Bangalore,Karnataka + 16 more",7 years old
2402,SoftwareONE,3.9,(254 Reviews),Private,"Gurgaon/Gurugram,Haryana + 16 more",23 years old
2403,Tata BlueScope S...,3.8,(254 Reviews),Private,"Pune,Maharashtra + 23 more",21 years old
2404,Zara,3.7,(254 Reviews),Private,Â Arteixo + 19 more,49 years old
2405,TCG Lifesciences,4.0,(254 Reviews),Public,"Kolkata,West Bengal + 5 more",22 years old
2406,Princess Cruises,4.5,(254 Reviews),Private,Santa Clarita + 8 more,58 years old
2407,Airtel DTH Servi...,4.3,(254 Reviews),Gurgaon + 89 more,15 years old,5k-10k Employees (India)
2408,Mantra Technolog...,3.9,(254 Reviews),LLP,"Hyderabad/Secunderabad,Telangana + 7 more",19 years old
2409,Gammon Engineers...,3.8,(254 Reviews),Mumbai + 32 more,101 years old,201-500 Employees (India)
2410,BPTP,4.3,(254 Reviews),Private,"Gurgaon/Gurugram,Haryana + 3 more",20 years old
2411,Avineon India,3.7,(254 Reviews),Private,Mc Lean + 4 more,25 years old
2412,PureSoftware,3.5,(254 Reviews),Private,Singapore + 5 more,18 years old
2413,Apex Laboratorie...,4.0,(254 Reviews),Private,Chennai + 41 more,45 years old
2414,Competent Synerg...,3.7,(254 Reviews),Private,"Chandigarh,Haryana + 23 more",28 years old
2415,Nettur Technical...,4.0,(254 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 34 more",60 years old
2416,CAPGEMINI INDIA...,3.8,(254 Reviews),Bengaluru/Bangalore + 13 more,,
2417,PC Solutions,3.9,(253 Reviews),Private,"New Delhi,Delhi + 13 more",35 years old
2418,Ricoh,4.0,(253 Reviews),Public,"Ota City,Tokyo + 38 more",87 years old
2419,Tagros Chemicals,3.6,(253 Reviews),Private,"Chennai,Tamil Nadu + 6 more",19 years old
2420,Maxxis Rubber,3.4,(253 Reviews),Private,"Ahmedabad,Gujarat + 12 more",8 years old
2421,Runwal Group,3.9,(253 Reviews),"Mumbai,Maharashtra + 6 more",45 years old,201-500 Employees (India)
2422,Bharat Bijlee,4.2,(253 Reviews),Public,"Mumbai,Maharashtra + 15 more",77 years old
2423,Ciena,4.4,(253 Reviews),Private,"Hanover,Maryland + 8 more",31 years old
2424,Aculife Healthca...,3.8,(253 Reviews),Private,"Ahmedabad,Gujrat + 20 more",9 years old
2425,Bonfiglioli Tran...,3.7,(253 Reviews),Private,"Lippo Di Calderara Di Reno,Bologna + 11 more",67 years old
2426,ETA Engineering,3.6,(253 Reviews),Private,"Chennai,Tamil Nadu + 17 more",29 years old
2427,Sahyadri Hospita...,4.2,(253 Reviews),Private,"Pune,Maharashtra + 5 more",19 years old
2428,Epiroc,4.0,(253 Reviews),Public,Stockholm + 19 more,150 years old
2429,Gujarat Ambuja E...,3.7,(253 Reviews),Public,"Ahmedabad,Gujarat + 24 more",32 years old
2430,Consolidated Con...,4.4,(253 Reviews),Public,"Chennai,Tamil Nadu + 25 more",26 years old
2431,Hanon Systems,4.0,(253 Reviews),Private,Daejeon + 11 more,37 years old
2432,P.D. Hinduja Nat...,3.8,(253 Reviews),NGO/NPO,"Mumbai,Maharashtra + 6 more",72 years old
2433,Home First Finan...,4.0,(253 Reviews),Private,"Mumbai,Maharashtra + 52 more",13 years old
2434,RSPL GHARI DETER...,4.2,(253 Reviews),Kanpur + 56 more,36 years old,501-1k Employees (India)
2435,Yodlee,3.8,(252 Reviews),Private,"Redwood City,San Francisco + 3 more",24 years old
2436,Jeeves Consumer ...,3.9,(252 Reviews),Private,"Bangalore,Karnataka + 46 more",16 years old
2437,Rosmerta Technol...,3.0,(252 Reviews),Private,Gurgaon + 48 more,17 years old
2438,Roop Automotives,4.4,(252 Reviews),Private,"Gurgaon/Gurugram,Haryana + 5 more",33 years old
2439,Stellar Value Ch...,3.5,(252 Reviews),Private,"Mumbai,Maharashtra + 33 more",7 years old
2440,TIBCO Software,4.0,(252 Reviews),Private,"Palo Alto,California + 6 more",26 years old
2441,NetApp,3.9,(252 Reviews),Private,"San Jose,California + 3 more",31 years old
2442,Kcc Buildcon,4.0,(252 Reviews),Private,"Gurgaon/Gurugram,Haryana + 40 more",14 years old
2443,M.J Global,4.4,(252 Reviews),Public,Noida + 4 more,43 years old
2444,Mothers Recipe,4.2,(252 Reviews),Private,"Pune,Maharashtra + 49 more",122 years old
2445,LearningMate Sol...,3.9,(251 Reviews),Private,"Mumbai,Maharashtra + 2 more",22 years old
2446,Consero Global S...,3.5,(251 Reviews),Private,Austin + 4 more,17 years old
2447,Holcim,3.4,(251 Reviews),Private,Navi Mumbai + 24 more,111 years old
2448,Deenanath Manges...,4.2,(251 Reviews),Private,"Pune,Maharashtra + 6 more",22 years old
2449,Buzzworks Busine...,3.9,(251 Reviews),Private,"Chennai,Tamil Nadu + 40 more",24 years old
2450,Stryker,4.2,(251 Reviews),Public,"Kalamazoo,Michigan + 13 more",82 years old
2451,Vedanta Limited,4.1,(251 Reviews),Jharsuguda + 31 more,501-1k Employees (India),
2452,Piramal Swasthya,4.0,(251 Reviews),NGO/NPO,"Hyderabad/Secunderabad,Telangana + 40 more",16 years old
2453,Ksb Pumps,3.9,(251 Reviews),Private,"Pune,Maharashtra + 29 more",63 years old
2454,National Stock E...,3.6,(251 Reviews),Private,"Mumbai,Maharashtra + 23 more",31 years old
2455,Vodafone Intelli...,4.2,(251 Reviews),Pune + 3 more,17 years old,
2456,National Fertili...,4.2,(250 Reviews),Public,Noida + 20 more,49 years old
2457,Rieter,3.8,(250 Reviews),Private,"Khandala,Punjab + 7 more",28 years old
2458,Kirby Building S...,3.9,(250 Reviews),Private,Kuwait City + 24 more,25 years old
2459,Kirby Building S...,3.9,(250 Reviews),Private,Kuwait City + 24 more,25 years old
2460,Narayana e-Techn...,3.8,(250 Reviews),Private,Hyderabad + 37 more,11 years old
2461,Akamai Technolog...,4.4,(250 Reviews),Private,"Cambridge,Massachusetts + 2 more",25 years old
2462,CMR Green Techno...,4.0,(250 Reviews),Public,"Faridabad,Haryana + 17 more",17 years old
2463,DataMetica,4.1,(250 Reviews),Private,"Pune,Maharashtra + 2 more",10 years old
2464,Tata Power Solar...,4.2,(250 Reviews),Public,"Mumbai,Maharashtra + 39 more",34 years old
2465,Osource India,3.2,(250 Reviews),Private,"Noida,Uttar Pradesh + 17 more",19 years old
2466,Bharat Aluminium...,4.1,(249 Reviews),Private,"Delhi/NCR,New Delhi + 9 more",58 years old
2467,Bharat Seats,3.8,(249 Reviews),Public,"Gurgaon/Gurugram,Haryana + 9 more",37 years old
2468,National Organic...,4.0,(249 Reviews),Public,"Mumbai,Maharashtra + 10 more",48 years old
2469,Tally Solutions,4.4,(249 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 49 more",37 years old
2470,Roca Bathroom Pr...,3.8,(249 Reviews),Private,Municipality Of GavÃ + 42 more,17 years old
2471,OnePlus,4.1,(249 Reviews),Public,"Shenzhen,Guangdong + 41 more",10 years old
2472,Kogta Financial,4.3,(249 Reviews),Public,"Jaipur,Rajasthan + 77 more",27 years old
2473,Bonace Engineers,3.8,(249 Reviews),Private,"Mumbai,Maharashtra + 28 more",28 years old
2474,Mazagon Dock,4.3,(248 Reviews),Private,"Mumbai,Maharashtra + 4 more",89 years old
2475,Polaris Consulti...,3.6,(248 Reviews),Private,"Chennai,Tamil Nadu + 14 more",30 years old
2476,Technosoft Globa...,3.5,(248 Reviews),Private,Southfield + 8 more,27 years old
2477,Healthcare At Ho...,3.9,(248 Reviews),Private,"Noida,Uttar Pradesh + 24 more",11 years old
2478,Aster Dm Healthc...,3.8,(248 Reviews),Public,Dubai + 23 more,36 years old
2479,Essae Teraoka,3.7,(248 Reviews),JV,"Bangalore/Bengaluru,Karnataka + 51 more",37 years old
2480,Krsnaa Diagnosti...,3.7,(248 Reviews),Private,"Pune,Maharashtra + 40 more",13 years old
2481,Puravankara,3.6,(248 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 11 more",48 years old
2482,Sheraton Hotels ...,4.0,(248 Reviews),Private,"Bethesda,Maryland + 21 more",28 years old
2483,Loadshare Networ...,3.5,(248 Reviews),Private,"Bangalore,Karnataka + 42 more",6 years old
2484,Amul Dairy,4.1,(248 Reviews),Private,Anand + 62 more,75 years old
2485,Astra Microwave ...,3.8,(247 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 9 more",32 years old
2486,Gilbarco Veeder ...,3.8,(247 Reviews),Private,Greensboro + 30 more,158 years old
2487,LT Foods,4.2,(247 Reviews),Public,"Gurgaon/Gurugram,Haryana + 36 more",33 years old
2488,SMS Infrastructu...,3.9,(247 Reviews),Private,"Nagpur,Maharashtra + 39 more",60 years old
2489,Owens Corning,3.9,(247 Reviews),Private,"Toledo,Ohio + 6 more",85 years old
2490,Alorica,3.1,(247 Reviews),Private,"Irvine,California + 7 more",24 years old
2491,Writer Informati...,3.4,(247 Reviews),Private,Mumbai + 27 more,36 years old
2492,Ashiana Housing,4.1,(247 Reviews),Public,"Delhi/NCR,Delhi + 15 more",44 years old
2493,Reliance Home Fi...,4.5,(247 Reviews),Public,"Mumbai,Maharashtra + 44 more",15 years old
2494,Gilbarco Veeder ...,3.8,(247 Reviews),Private,Greensboro + 30 more,158 years old
2495,DEN Networks,3.7,(246 Reviews),Public,"Delhi,NCT + 31 more",16 years old
2496,Amrit Cement,3.8,(246 Reviews),Private,"Kolkata,West Bengal + 17 more",15 years old
2497,ANZ Support Serv...,4.3,(246 Reviews),Bengaluru/Bangalore + 1 more,,
2498,Rakuten,3.8,(246 Reviews),Private,"San Mateo,California + 6 more",26 years old
2499,LogixHealth,3.7,(246 Reviews),Private,"Bedford,Massachusetts + 5 more",33 years old
2500,Tredence,3.6,(246 Reviews),Private,"San Jose,California + 4 more",10 years old
2501,Indian Overseas ...,3.5,(246 Reviews),Private,"Chennai,Tamil Nadu + 61 more",86 years old
2502,Healthians,3.2,(246 Reviews),Private,"Gurgaon,Haryana + 28 more",10 years old
2503,Orient Bell,3.8,(246 Reviews),Public,"Delhi/NCR,Delhi + 49 more",46 years old
2504,London Stock Exc...,4.2,(246 Reviews),Private,London + 4 more,325 years old
2505,Cooper Corporati...,3.8,(246 Reviews),Private,"Pune,Maharashtra + 7 more",101 years old
2506,Mahendra NextWea...,3.8,(246 Reviews),Salem + 11 more,14 years old,1k-5k Employees (India)
2507,Scaler Academy,4.0,(246 Reviews),Private,"Bangalore,Karnataka + 2 more",4 years old
2508,BCD Travel,4.1,(245 Reviews),Private,"Utrecht,Utrecht + 9 more",17 years old
2509,Eurofins It Solu...,3.2,(245 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 3 more",11 years old
2510,Fluper,4.0,(245 Reviews),Public,"Noida,Uttar Pradesh + 1 more",10 years old
2511,Automatic Infote...,4.5,(245 Reviews),Private,"Pune,Maharashtra + 7 more",18 years old
2512,Tirumala Milk Pr...,4.1,(245 Reviews),Private,"Chennai,Tamil Nadu + 36 more",27 years old
2513,HUDL,3.5,(245 Reviews),Private,"Lincoln,Nebraska + 10 more",17 years old
2514,Zeetech Manageme...,4.4,(245 Reviews),Private,Dehradun + 32 more,12 years old
2515,QX Global Group,3.7,(245 Reviews),Public,"Skipton,North Yorkshire + 6 more",20 years old
2516,Great Learning,3.7,(245 Reviews),"Gurgaon,Haryana + 7 more",10 years old,501-1k Employees (India)
2517,Karvy Innotech,3.1,(245 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 33 more",11 years old
2518,SNS College of T...,4.9,(245 Reviews),501-1k Employees (India),,
2519,Macquarie Group,3.7,(244 Reviews),Private,Sydney + 8 more,54 years old
2520,ABM Knowledgewar...,3.7,(244 Reviews),Public,Mumbai + 27 more,30 years old
2521,Buhler,4.0,(244 Reviews),Private,"Uzwil,St. Gallen + 19 more",163 years old
2522,Tube Investments...,4.2,(244 Reviews),Public,Chennai + 30 more,64 years old
2523,Tata Marcopolo M...,3.6,(244 Reviews),Public,"Pune,Maharashtra + 10 more",78 years old
2524,SK E&C,4.3,(244 Reviews),Seoul + 33 more,46 years old,201-500 Employees (India)
2525,Carl Zeiss,3.8,(244 Reviews),Private,Stuttgart + 25 more,14 years old
2526,Vidal Health Ins...,4.0,(244 Reviews),"Bangalore,Karnataka + 21 more",201-500 Employees (India),
2527,Cadbury,4.4,(244 Reviews),Private,London + 63 more,199 years old
2528,Netlink Software,3.5,(244 Reviews),Private,Madison Heights + 20 more,25 years old
2529,British Petroleu...,3.8,(244 Reviews),Private,London + 4 more,114 years old
2530,MDC Group of Com...,4.9,(244 Reviews),Private,Muscat + 2 more,11-50 Employees (Global)
2531,Physicswallah,3.9,(244 Reviews),Private,"Allahabad,Uttar Pradesh + 35 more",3 years old
2532,NeoGrowth Credit,3.6,(243 Reviews),Private,"Mumbai,Maharashtra + 25 more",10 years old
2533,CommScope,3.9,(243 Reviews),Private,"North Carolina,USA + 12 more",47 years old
2534,Vara United,3.7,(243 Reviews),Private,Mumbai + 26 more,9 years old
2535,FabHotels,3.3,(243 Reviews),Private,"Gurgaon,Haryana + 24 more",9 years old
2536,Agilent Technolo...,4.3,(243 Reviews),Private,"Santa Clara,California + 15 more",24 years old
2537,Landis+Gyr,3.9,(243 Reviews),Public,"Zug,Zug + 8 more",127 years old
2538,Haldia Petrochem...,3.8,(243 Reviews),Private,Kolkata + 10 more,38 years old
2539,Aludecor Laminat...,4.1,(243 Reviews),Private,"Kolkata,West Bengal + 29 more",19 years old
2540,ACG Associated C...,3.9,(243 Reviews),"Mumbai,Maharashtra + 9 more",59 years old,1k-5k Employees (India)
2541,Self Practice,4.4,(243 Reviews),New Delhi + 82 more,,
2542,DM Consultants,1.2,(243 Reviews),Abu Dhabi + 15 more,,
2543,Gyan Dairy,4.0,(242 Reviews),Private,"Lucknow,Uttar Pradesh + 19 more",16 years old
2544,Wartsila,4.5,(242 Reviews),Private,Helsinki + 31 more,189 years old
2545,FoodPanda,4.1,(242 Reviews),Private,"Berlin,Berlin + 15 more",11 years old
2546,Indorama,3.9,(242 Reviews),Private,Jakarta + 25 more,48 years old
2547,Webskitters,4.5,(242 Reviews),Private,"Kolkata,West Bengal + 2 more",13 years old
2548,Religare,3.9,(242 Reviews),Public,"New Delhi,Delhi + 57 more",39 years old
2549,National Petrole...,4.2,(242 Reviews),Abu Dhabi + 20 more,50 years old,501-1k Employees (India)
2550,Webskitters,4.5,(242 Reviews),Private,"Kolkata,West Bengal + 2 more",13 years old
2551,Religare,3.9,(242 Reviews),Public,"New Delhi,Delhi + 57 more",39 years old
2552,Easyday Club,4.5,(242 Reviews),"Mumbai,Maharashtra + 66 more",15 years old,1-10 Employees (India)
2553,DataTrained,4.3,(242 Reviews),LLP,"Bangalore,Karnataka + 2 more",11 years old
2554,Quintessence Bus...,4.1,(242 Reviews),Private,"Dallas,Texas",12 years old
2555,Gyan Dairy,4.0,(242 Reviews),Private,"Lucknow,Uttar Pradesh + 19 more",16 years old
2556,Gokaldas Exports,4.0,(241 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 14 more",44 years old
