,name,rating,reviews,company_type,Head_Quarters,Company_Age
277,AGS Health,4.0,(1.8k Reviews),Private,Washington DC + 29 more,12 years old
278,Square Yards,3.9,(1.8k Reviews),Private,"Gurgaon,Haryana + 37 more",10 years old
279,Zensar Technolog...,3.8,(1.8k Reviews),Public,"Pune,Maharashtra + 19 more",22 years old
280,Nestle,4.1,(1.8k Reviews),Public,Vevey + 203 more,64 years old
281,Fortis Healthcar...,4.0,(1.8k Reviews),Public,"Gurgaon/Gurugram,Haryana + 53 more",27 years old
282,Blue Dart Expres...,4.1,(1.7k Reviews),Public,"Mumbai,Maharashtra + 213 more",40 years old
283,Tata Technologie...,3.7,(1.7k Reviews),Private,Singapore + 41 more,34 years old
284,Landmark Group,4.1,(1.7k Reviews),Private,"Dubai Marina,Dubai + 125 more",50 years old
285,Ola Cabs,3.6,(1.7k Reviews),Private,Bangalore + 87 more,13 years old
286,Fiserv,3.7,(1.7k Reviews),Private,"Brookfield,Wisconsin + 25 more",39 years old
287,Future Retail,4.3,(1.7k Reviews),Public,"San Francisco,California + 191 more",36 years old
288,Birla Sun Life I...,4.3,(1.7k Reviews),Private,"Mumbai,Maharashtra + 321 more",23 years old
289,Lifestyle,4.4,(1.7k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 101 more",24 years old
290,I Process Servic...,3.9,(1.7k Reviews),Private,"Mumbai,Maharashtra + 241 more",18 years old
291,HDFC Sales,4.0,(1.7k Reviews),Private,"Mumbai,Maharashtra + 245 more",19 years old
292,Societe Generale,3.8,(1.7k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 12 more",23 years old
293,Eureka Forbes,4.0,(1.7k Reviews),Private,"Mumbai,Maharashtra + 150 more",41 years old
294,Rivigo,3.9,(1.7k Reviews),Private,"Gurgaon,Haryana + 145 more",9 years old
295,IGT Solutions,3.5,(1.7k Reviews),Private,"Gurgaon/Gurugram,Haryana + 16 more",25 years old
296,JMC Projects,4.2,(1.7k Reviews),Public,"Mumbai,Maharashtra + 108 more",41 years old
297,The Himalaya Dru...,4.1,(1.7k Reviews),Private,"San Francisco,California + 175 more",93 years old
298,BlackBuck,3.9,(1.7k Reviews),Private,"Bangalore,Karnataka + 257 more",8 years old
299,Extramarks Educa...,3.6,(1.7k Reviews),Private,"Noida,Uttar Pradesh + 94 more",16 years old
300,Voltas,4.0,(1.7k Reviews),Public,"Mumbai,Maharashtra + 150 more",69 years old
301,UNO Minda,4.0,(1.7k Reviews),Gurgaon + 73 more,65 years old,201-500 Employees (India)
302,Micro Labs,3.7,(1.7k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 104 more",50 years old
303,Radisson Hotels,4.0,(1.7k Reviews),Private,"Minnetonka,Minnesota + 92 more",114 years old
304,Coforge,3.6,(1.7k Reviews),Public,"Noida,Uttar Pradesh + 27 more",19 years old
305,Tata Teleservice...,4.1,(1.6k Reviews),Public,"Mumbai,Maharashtra + 143 more",27 years old
306,G4S,4.0,(1.6k Reviews),Private,"Gurgaon/Gurugram,Haryana + 112 more",27 years old
307,State Street Cor...,3.8,(1.6k Reviews),Private,"Boston,Massachusetts + 13 more",231 years old
308,Exide Industries,3.6,(1.6k Reviews),Public,"Kolkata,West Bengal + 168 more",76 years old
309,Aditya Birla Gro...,4.2,(1.6k Reviews),"Mumbai,Maharashtra + 206 more",166 years old,10k-50k Employees (India)
310,TVS Supply Chain...,3.9,(1.6k Reviews),"Chennai,Tamil Nadu + 118 more",127 years old,1k-5k Employees (India)
311,Britannia,4.1,(1.6k Reviews),Public,"Reading,Reading + 188 more",131 years old
312,Bajaj Allianz Ge...,4.1,(1.6k Reviews),Pune + 173 more,5k-10k Employees (India),
313,ElasticRun,3.5,(1.6k Reviews),Private,"Pune,Maharashtra + 292 more",7 years old
314,Ajanta Pharma,4.0,(1.6k Reviews),Public,"Mumbai,Maharashtra + 86 more",50 years old
315,PepsiCo,4.1,(1.6k Reviews),Private,"Harrison,New York + 188 more",34 years old
316,Life Insurance C...,4.3,(1.6k Reviews),Private,Mumbai + 381 more,67 years old
317,ACT Fibernet,4.1,(1.6k Reviews),Private,"Bengaluru/Bangalore,Karnataka + 40 more",15 years old
318,Pfizer,4.0,(1.6k Reviews),Public,"Chennai,Tamil Nadu + 107 more",19 years old
319,R.R. Donnelley,4.1,(1.6k Reviews),Private,"Chicago,Illinois + 11 more",159 years old
320,Mahindra Rural H...,4.2,(1.6k Reviews),Public,"Mumbai,Maharashtra + 366 more",16 years old
321,Grasim Industrie...,4.0,(1.6k Reviews),Public,Nagda + 70 more,76 years old
322,Delhi Public Sch...,3.9,(1.6k Reviews),Public,"Greater Noida,Uttar Pradesh + 219 more",25 years old
323,Cholamandalam MS...,3.9,(1.6k Reviews),JV,"Chennai,Tamil Nadu + 302 more",22 years old
324,Shree Cement,4.1,(1.6k Reviews),Public,"Kolkata,West Bengal + 155 more",44 years old
325,Blue Star,4.1,(1.6k Reviews),Public,"Mumbai,Maharashtra + 119 more",80 years old
326,Dalmia Bharat Ce...,4.1,(1.6k Reviews),Public,"Delhi/NCR,New Delhi + 160 more",88 years old
327,Sterlite Technol...,3.9,(1.5k Reviews),Public,"Pune,Maharashtra + 62 more",35 years old
328,TVS Credit,4.3,(1.5k Reviews),Public,"Chennai,Tamil Nadu + 229 more",15 years old
329,Renault-Nissan,4.1,(1.5k Reviews),Private,"Chennai,Tamil Nadu + 70 more",16 years old
330,Samsung Electron...,4.1,(1.5k Reviews),Noida + 184 more,,
331,CG Power and Ind...,3.8,(1.5k Reviews),Public,"Mumbai,Maharashtra + 95 more",86 years old
332,Sonalika Tractor...,3.8,(1.5k Reviews),Private,"Hoshiarpur,Punjab + 130 more",54 years old
333,Emcure Pharmaceu...,3.8,(1.5k Reviews),Private,Pune + 80 more,42 years old
334,Yazaki,3.8,(1.5k Reviews),Private,"Tokyo,Tokyo + 49 more",82 years old
335,Johnson Controls,3.5,(1.5k Reviews),Public,Cork + 41 more,28 years old
336,Mahindra Logisti...,4.1,(1.5k Reviews),Public,"Mumbai,Maharashtra + 107 more",23 years old
337,Kalyan Jewellers,4.8,(1.5k Reviews),Private,Bengaluru/Bangalore + 121 more,30 years old
338,PVR Cinemas,4.2,(1.5k Reviews),Public,Gurgaon + 93 more,26 years old
339,HCL Infosystems,4.0,(1.5k Reviews),Public,"Noida,Uttar Pradesh + 103 more",47 years old
340,Croma,4.2,(1.5k Reviews),Private,"Mumbai,Maharashtra + 110 more",17 years old
341,IKS Health,3.6,(1.5k Reviews),Private,"Mumbai,Maharashtra + 9 more",16 years old
342,BHEL,4.3,(1.5k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 92 more",59 years old
343,Raymond,4.1,(1.5k Reviews),Public,New York + 112 more,98 years old
344,V-Mart,4.3,(1.5k Reviews),Public,"Gurgaon/Gurugram,Haryana + 216 more",21 years old
345,XpressBees,3.8,(1.5k Reviews),Private,"Pune,Maharashtra + 194 more",8 years old
346,Datamatics Globa...,3.6,(1.5k Reviews),Public,"Mumbai,Maharashtra + 22 more",48 years old
347,Mahindra Holiday...,3.7,(1.5k Reviews),Private,"Mumbai,Maharashtra + 89 more",27 years old
348,DS Group,4.0,(1.5k Reviews),Private,"Noida,Uttar Pradesh + 148 more",94 years old
349,Poonawalla Finco...,3.9,(1.5k Reviews),Public,"Mumbai,Maharashtra + 241 more",35 years old
350,Parle Agro,4.2,(1.5k Reviews),Private,"Mumbai,Maharashtra + 159 more",39 years old
351,Indus Towers,4.0,(1.5k Reviews),Private,"Gurgaon,Haryana + 121 more",16 years old
352,Ambuja Cements,4.0,(1.5k Reviews),Public,"Mumbai,Maharashtra + 173 more",40 years old
353,Zomato,3.7,(1.5k Reviews),Public,"Gurgaon,Haryana + 154 more",15 years old
354,Indian Railways,4.1,(1.5k Reviews),Govt Organisation,"Delhi/NCR,Delhi + 188 more",170 years old
355,Kalpataru Power ...,4.1,(1.4k Reviews),Public,"Mumbai,Maharashtra + 189 more",42 years old
356,Barclays,4.1,(1.4k Reviews),Private,London + 23 more,333 years old
357,Shriram City,4.1,(1.4k Reviews),Public,"Chennai,Tamil Nadu + 400 more",37 years old
358,SRF,4.3,(1.4k Reviews),Public,"Gurgaon/Gurugram,Haryana + 40 more",53 years old
359,Whirlpool,4.1,(1.4k Reviews),Public,Michigan + 127 more,112 years old
360,Force Motors,3.4,(1.4k Reviews),Public,"Pune,Maharashtra + 75 more",65 years old
361,Cybage,4.0,(1.4k Reviews),Private,"Pune,Maharashtra + 6 more",28 years old
362,Reliance Trends,4.3,(1.4k Reviews),Private,"Navi Mumbai,Maharashtra + 288 more",17 years old
363,Sterling & Wilso...,4.1,(1.4k Reviews),Private,Mumbai + 73 more,96 years old
364,Cadila Pharmaceu...,3.3,(1.4k Reviews),Public,"Ahmedabad,Gujrat + 94 more",72 years old
365,ICICI Securities,3.8,(1.4k Reviews),Public,"Mumbai,Maharashtra + 112 more",28 years old
366,Kansai Nerolac P...,3.9,(1.4k Reviews),Public,"Mumbai,Maharashtra + 135 more",103 years old
367,Shahi Exports,4.0,(1.4k Reviews),Private,"Faridabad,Haryana + 51 more",49 years old
368,ITC Hotels,4.1,(1.4k Reviews),Public,"Kolkata,West Bengal + 67 more",48 years old
369,Myntra,4.1,(1.4k Reviews),Private,"Bangalore,Karnataka + 88 more",16 years old
370,Info Edge,4.1,(1.4k Reviews),Public,"Noida,Uttar Pradesh + 52 more",28 years old
371,Taurus BPO Serv...,4.7,(1.4k Reviews),LLP,"Pune,Indore + 10 more",8 years old
372,BT Group,4.2,(1.4k Reviews),Private,London + 14 more,177 years old
373,Shell,4.3,(1.4k Reviews),Public,"London,England + 72 more",19 years old
374,Bharti AXA Life ...,3.9,(1.4k Reviews),Private,Mumbai + 210 more,17 years old
375,Endurance Techno...,3.8,(1.4k Reviews),Public,"Aurangabad,Maharashtra + 35 more",38 years old
376,Blinkit,3.8,(1.4k Reviews),Private,"Gurgaon,Haryana + 56 more",10 years old
377,3i Infotech,3.6,(1.4k Reviews),Public,"Mumbai,Maharashtra + 92 more",30 years old
378,Brakes India,4.0,(1.4k Reviews),Partnership,"Chennai,Tamil Nadu + 66 more",61 years old
379,Delphi TVS,4.0,(1.4k Reviews),Private,"Kanchipuram,Tamil Nadu + 26 more",34 years old
380,JCB,4.0,(1.4k Reviews),Private,"Rocester,Staffordshire + 76 more",78 years old
381,Lodha group,4.1,(1.4k Reviews),Private,"Mumbai,Maharashtra + 18 more",43 years old
382,JK Tyres,3.8,(1.3k Reviews),Private,New Delhi + 115 more,72 years old
383,Bharat Petroleum,4.1,(1.3k Reviews),Private,"Mumbai,Maharashtra + 194 more",71 years old
384,Future Generali ...,3.8,(1.3k Reviews),Private,Mumbai + 152 more,16 years old
385,Sobha,4.0,(1.3k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 32 more",28 years old
386,Tata Motors Fina...,4.2,(1.3k Reviews),Private,"Mumbai,Maharashtra + 206 more",66 years old
387,Syngene Internat...,3.9,(1.3k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 11 more",30 years old
388,café Coffee day,4.0,(1.3k Reviews),Private,"Bengaluru,Karnataka + 84 more",27 years old
389,Coromandel Inter...,4.1,(1.3k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 134 more",62 years old
390,ZS,3.6,(1.3k Reviews),Private,"Evanston,Illinois + 5 more",40 years old
391,Thomson Reuters,4.2,(1.3k Reviews),Private,Toronto + 22 more,15 years old
392,Movate,3.7,(1.3k Reviews),"Plano,Texas + 22 more",27 years old,10k-50k Employees (Global)
393,Indian Navy,4.6,(1.3k Reviews),Private,"Delhi/NCR,Delhi + 54 more",73 years old
394,Big Bazaar,4.3,(1.3k Reviews),Private,"Mumbai,Maharashtra + 149 more",22 years old
395,Gabriel India,4.2,(1.3k Reviews),Public,"Pune,Maharashtra + 33 more",62 years old
396,Aavas Financiers...,4.0,(1.3k Reviews),Public,"Jaipur,Rajasthan + 209 more",12 years old
397,Bureau Veritas,3.9,(1.3k Reviews),Private,"Paris La Défense,Hauts-de-Seine + 85 more",195 years old
398,Sopra Steria,4.0,(1.3k Reviews),Private,"Paris,Ile-de-France + 11 more",55 years old
399,Fujitsu,4.0,(1.3k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 20 more",88 years old
400,Honda,4.1,(1.3k Reviews),Private,"Greater Noida,Uttar Pradesh + 181 more",38 years old
401,Care Health Insu...,3.8,(1.3k Reviews),Public,"Gurgaon,Haryana + 170 more",11 years old
402,GVK Emergency Ma...,3.8,(1.3k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 121 more",18 years old
403,Exide Life Insur...,3.8,(1.3k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 184 more",22 years old
404,Tata Elxsi,4.0,(1.3k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 16 more",34 years old
405,Ninjacart,3.9,(1.3k Reviews),Private,"Bangalore,Karnataka + 83 more",8 years old
406,Lucas-TVS,4.0,(1.3k Reviews),Private,"Chennai,Tamil Nadu + 48 more",62 years old
407,Power Mech Proje...,3.8,(1.3k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 97 more",16 years old
408,Parle Products,3.9,(1.3k Reviews),Private,Mumbai + 161 more,94 years old
409,suzuki motor guj...,4.2,(1.3k Reviews),Becharaji + 59 more,,
410,CAMS,3.7,(1.3k Reviews),Chennai + 87 more,35 years old,5k-10k Employees (India)
411,Adani Wilmar,4.2,(1.3k Reviews),Public,"Ahmedabad,Gujrat + 126 more",24 years old
412,UpGrad,4.2,(1.3k Reviews),Private,"San Francisco,California + 32 more",8 years old
413,PHN Technology,4.6,(1.3k Reviews),Pune + 28 more,,
414,TVS Sundram Fast...,3.7,(1.3k Reviews),Public,"Chennai,Tamil Nadu + 35 more",61 years old
415,RMSI,3.8,(1.3k Reviews),Private,"Noida,Uttar Pradesh + 12 more",31 years old
416,MSN Laboratories,3.9,(1.3k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 58 more",20 years old
417,LTIMindtree,3.8,(1.3k Reviews),Pune + 19 more,27 years old,
418,Uflex,3.8,(1.3k Reviews),Public,"Noida,Uttar Pradesh + 40 more",38 years old
419,ValueLabs,3.9,(1.3k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 11 more",26 years old
420,Kyndryl,4.0,(1.3k Reviews),"New York,New York + 18 more",2 years old,10k-50k Employees (India)
421,SAP,4.3,(1.3k Reviews),Private,"Walldorf,Baden-Württemberg + 36 more",51 years old
422,Wockhardt,3.9,(1.2k Reviews),Public,"Mumbai,Maharashtra + 68 more",24 years old
423,Tata Capital Fin...,4.2,(1.2k Reviews),Public,Mumbai + 134 more,16 years old
424,Bhushan Power & ...,4.0,(1.2k Reviews),Private,"Delhi/NCR,New Delhi + 48 more",53 years old
425,NIIT Technologie...,3.5,(1.2k Reviews),Public,"Noida,Uttar Pradesh + 70 more",19 years old
426,Cisco,4.4,(1.2k Reviews),Public,"San Jose,California + 29 more",39 years old
427,AXA Business Ser...,3.8,(1.2k Reviews),Private,"Paris,France + 6 more",77 years old
428,Canara HSBC Life...,3.8,(1.2k Reviews),Government,"Gurgaon/Gurugram,Haryana + 214 more",15 years old
429,IDBI Bank,3.8,(1.2k Reviews),Public,"Mumbai,Maharashtra + 254 more",59 years old
430,Jindal Stainless,4.2,(1.2k Reviews),Public,"Delhi/NCR,New Delhi + 38 more",53 years old
431,Renault Nissan T...,3.8,(1.2k Reviews),"Chennai,Tamil Nadu + 11 more",16 years old,5k-10k Employees (Global)
432,Motilal Oswal Fi...,3.6,(1.2k Reviews),Public,"Mumbai,Maharashtra + 111 more",36 years old
433,Indiabulls,3.7,(1.2k Reviews),Public,"Gurgaon/Gurugram,Haryana + 141 more",23 years old
434,BA Continuum,4.3,(1.2k Reviews),Private,"Gurgaon/Gurugram,Haryana + 11 more",20 years old
435,Citicorp,3.8,(1.2k Reviews),Private,"Mumbai,Maharashtra + 21 more",26 years old
436,XL Dynamics,3.4,(1.2k Reviews),Private,Navi Mumbai + 26 more,21 years old
437,Hindustan Aerona...,4.3,(1.2k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 39 more",83 years old
438,Laurus Labs,4.2,(1.2k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 11 more",18 years old
439,AECOM,4.2,(1.2k Reviews),Private,Dallas + 96 more,33 years old
440,Unacademy,3.4,(1.2k Reviews),Private,"Bangalore,Karnataka + 43 more",8 years old
441,Dr Lal PathLabs,4.2,(1.2k Reviews),Public,"Gurgaon/Gurugram,Haryana + 126 more",74 years old
442,Citibank,4.0,(1.2k Reviews),Private,"New York,New York + 45 more",211 years old
443,Vedantu,3.4,(1.2k Reviews),Private,"Bangalore,Karnataka + 49 more",12 years old
444,Star Health & Al...,3.9,(1.2k Reviews),Private,"Chennai,Tamil Nadu + 215 more",17 years old
445,Fincare Small Fi...,3.9,(1.2k Reviews),Bangalore + 283 more,16 years old,5k-10k Employees (India)
446,MetLife,4.4,(1.2k Reviews),Private,New York + 28 more,15 years old
447,G R Infraproject...,4.1,(1.2k Reviews),Public,"Udaipur,Rajasthan + 119 more",28 years old
448,Vardhman Fabrics,4.1,(1.2k Reviews),Baddi + 51 more,10k-50k Employees (India),
449,Xoriant,4.1,(1.2k Reviews),Private,"Sunnyvale,California + 16 more",33 years old
450,Bank of Baroda,3.6,(1.2k Reviews),Private,"Vadodara/Baroda,Gujrat + 207 more",115 years old
451,NoBroker,3.4,(1.2k Reviews),Private,"Bangalore,Karnataka + 26 more",9 years old
452,DBS Bank,3.9,(1.2k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 122 more",8 years old
453,Tata Play,4.1,(1.2k Reviews),Public,"Mumbai,Maharashtra + 173 more",17 years old
454,Kotak Securities,3.7,(1.2k Reviews),Private,"Mumbai,Maharashtra + 109 more",29 years old
455,Narayana Health,4.2,(1.2k Reviews),"Bangalore/Bengaluru,Karnataka + 50 more",23 years old,10k-50k Employees (India)
456,Aragen Life Scie...,4.2,(1.2k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 13 more",23 years old
457,Honeywell Automa...,3.9,(1.2k Reviews),Public,"Morris Plains,New Jersey + 52 more",117 years old
458,Harman Connected...,3.7,(1.2k Reviews),Private,"Mountain View,California + 11 more",22 years old
459,HERE Technologie...,3.9,(1.2k Reviews),Private,"Eindhoven,North Brabant + 10 more",38 years old
460,Yamaha Motor,4.0,(1.2k Reviews),Private,"Iwata,Shizuoka + 116 more",16 years old
461,Sify Technologie...,4.0,(1.2k Reviews),Private,"Chennai,Tamil Nadu + 86 more",28 years old
462,Akums Drugs & Ph...,4.0,(1.2k Reviews),Private,"Delhi/NCR,New Delhi + 25 more",19 years old
463,CMA CGM,4.1,(1.2k Reviews),Private,"Marseille,Marseille + 25 more",45 years old
464,Philips,3.9,(1.2k Reviews),Private,Amsterdam + 76 more,93 years old
465,VVDN Technologie...,3.7,(1.2k Reviews),Private,Gurgaon + 21 more,16 years old
466,SGS,4.0,(1.2k Reviews),Private,"Geneva,Geneva + 90 more",145 years old
467,Reliance General...,3.8,(1.2k Reviews),Private,"Mumbai,Maharashtra + 156 more",23 years old
468,PhonePe,4.2,(1.2k Reviews),Private,"Bangalore,Karnataka + 167 more",8 years old
469,Aditya Birla Cap...,4.0,(1.2k Reviews),Public,Mumbai + 177 more,16 years old
470,Quest Global,3.7,(1.2k Reviews),Private,Singapore + 23 more,26 years old
471,Sigma Electric M...,4.0,(1.2k Reviews),Private,"Garner,North Carolina + 14 more",41 years old
472,Hero FinCorp,4.2,(1.2k Reviews),Private,Delhi + 264 more,32 years old
473,Novartis,4.1,(1.2k Reviews),Switzerland + 56 more,27 years old,1k-5k Employees (India)
474,Intellect Design...,4.0,(1.2k Reviews),Public,"Chennai,Tamil Nadu + 22 more",9 years old
475,Crisil,3.8,(1.2k Reviews),Public,"Mumbai,Maharashtra + 45 more",36 years old
476,Exotic Learning,4.6,(1.2k Reviews),Private,"Lucknow,Uttar Pradesh + 139 more",3 years old
477,Amazon Transport...,4.2,(1.2k Reviews),Private,"Seattle,Washington + 119 more",11 years old
478,Microland,3.6,(1.2k Reviews),Public,Bangalore + 39 more,34 years old
479,BT Global Servic...,4.1,(1.2k Reviews),Private,London + 7 more,23 years old
480,BT Global Servic...,4.1,(1.2k Reviews),Private,London + 7 more,23 years old
481,Safexpress,4.1,(1.1k Reviews),Private,"Delhi/NCR,Delhi + 126 more",26 years old
482,CMS Infosystems,3.6,(1.1k Reviews),Private,"Mumbai,Maharashtra + 135 more",15 years old
483,Reckitt Benckise...,4.1,(1.1k Reviews),Private,"Slough,Slough + 94 more",24 years old
484,Metro,4.2,(1.1k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 62 more",59 years old
485,Allsec Technolog...,3.9,(1.1k Reviews),Public,"Chennai,Tamil Nadu + 17 more",23 years old
486,Straive,3.6,(1.1k Reviews),Private,Singapore + 15 more,43 years old
487,Biological E,4.2,(1.1k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 35 more",70 years old
488,YASH Technologie...,3.9,(1.1k Reviews),Private,"East Moline,Illinois + 13 more",27 years old
489,Oberoi Group of ...,4.2,(1.1k Reviews),Private,"Delhi/NCR,Delhi + 29 more",89 years old
490,Cavinkare,4.1,(1.1k Reviews),Private,"Chennai,Tamil Nadu + 131 more",40 years old
491,Hyatt Regency,4.2,(1.1k Reviews),Private,"New Delhi,Delhi + 39 more",43 years old
492,DIVI'S Laborator...,3.7,(1.1k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 15 more",33 years old
493,KONE,4.2,(1.1k Reviews),Private,"Chennai,Tamil Nadu + 58 more",113 years old
494,Procter & Gamble,4.2,(1.1k Reviews),Public,"Cincinnati,Ohio + 191 more",186 years old
495,NCR Corporation,4.0,(1.1k Reviews),Private,"Atlanta,Georgia + 65 more",139 years old
496,Karvy Data Manag...,3.5,(1.1k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 94 more",15 years old
497,Meesho,3.7,(1.1k Reviews),Private,"Bangalore,Karnataka + 70 more",8 years old
498,Exl India,3.7,(1.1k Reviews),New Delhi + 19 more,66 years old,11-50 Employees (India)
499,TCE,3.8,(1.1k Reviews),Private,"Mumbai,Maharashtra + 80 more",61 years old
500,Honeywell Techno...,3.9,(1.1k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 16 more",29 years old
501,SBI General Insu...,3.9,(1.1k Reviews),JV,"Mumbai,Maharashtra + 171 more",14 years old
502,Mother Dairy Fru...,4.2,(1.1k Reviews),Private,"Noida,Uttar Pradesh + 97 more",49 years old
503,USV,4.0,(1.1k Reviews),Private,"Mumbai,Maharashtra + 73 more",62 years old
504,ESAF Microfinanc...,3.9,(1.1k Reviews),Private,"Thrissur/Trichur,Kerala + 218 more",7 years old
